customerID,gender,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Recency_Score,Monetary_Score,Service_Count,Frequency_Score,RFM_Score,Monthly_to_Total_Ratio,Avg_Monthly_Charge,Has_Fiber,Has_DSL,No_Internet,Is_Month_to_Month,Is_Two_Year,Is_Electronic_Pay,Is_Paperless,Is_Senior,Has_Partner,Has_Dependents,Support_Tickets,High_Support_Load,Charge_Per_Tenure_Unit,Engagement_x_Tenure,Spend_Intensity,Support_Per_Order,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Tenure_Bin_0-12m,Tenure_Bin_12-24m,Tenure_Bin_24-48m,Tenure_Bin_48-60m,Tenure_Bin_>60m
9763-GRSKD,1,1,1,-0.9034385638381047,1,1,-0.5430233325618853,-0.8352957505945375,0,2,2,-0.6208877802532387,1,-0.7878916412744689,-0.15728685694767794,-0.7014148310550945,0,1,0,1,0,0,1,0,1,1,-0.992647952867482,0,-0.16909844964975104,-0.6829861251761571,-0.49334557416143043,-0.3399913394703634,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
7469-LKBCI,1,0,0,-0.769767440760855,1,0,-1.5849468878498214,-0.9602645493500076,0,2,1,-1.2180100924798578,1,-1.1906168719402166,-0.26820414290013067,-1.5317432067270274,0,0,1,0,1,0,0,0,0,0,-0.395099221307476,0,-0.4847156579470389,-0.8087496897906794,-0.7561128500520088,-0.2593687641562985,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
8091-TTVAX,1,1,0,1.1016282823206398,1,0,1.1509427057126942,1.606857795466463,0,4,4,0.5733568441999997,2,1.2257345120542695,-0.43359459606059897,1.0676998163732776,1,0,0,0,0,0,0,0,1,0,-0.992647952867482,0,-0.40930393318572605,0.8745472519729265,0.8235151744749319,-0.3399913394703634,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
0280-XJGEX,1,0,0,0.7006149130888909,1,1,1.2635376705583263,1.2977080489192652,1,3,4,1.1704791564266188,3,1.2257345120542695,-0.4215903176158041,1.2297063147955105,1,0,0,1,0,0,1,0,0,0,1.397546973372542,1,-0.36129492306518507,1.087377899782118,0.18373507678815573,-0.2346883839581154,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
5129-JLPIS,1,0,0,-0.36875407152910616,1,1,1.3240364576395613,0.17087927748230627,0,2,3,1.767601468653238,3,0.42028405072277414,-0.3449444783227669,1.3859702217298477,1,0,0,1,0,1,1,0,0,0,-0.395099221307476,0,-0.10607730222187452,0.40051535457972715,-0.5439936767539593,-0.28839289126936185,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
3655-SNQYZ,0,1,1,1.5917557336038886,1,0,1.5845173464615452,2.668385395253719,0,4,4,2.364723780879857,4,2.0311849733857645,-0.4472104341624742,1.6200278526880343,1,0,0,0,1,0,0,0,1,1,-0.992647952867482,0,-0.4199812900552855,3.1963361371641072,0.24097966461085538,-0.3399913394703634,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
8191-XWSZG,0,0,0,0.8342860361661406,1,0,-1.5278091444953217,-0.6264950145193133,0,3,2,-1.2180100924798578,1,-0.3851664106087212,-0.4232465639935472,-1.556987717022559,0,0,1,0,0,0,0,0,0,0,-0.395099221307476,0,-0.5780033210205103,-0.8087496897906794,-0.05430798102754653,-0.3151843932198819,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
9959-WOFKT,1,0,1,1.6808698156553883,1,0,1.3643689823603846,2.4224751827784434,0,4,4,1.1704791564266188,3,1.6284597427200171,-0.4467619628941505,1.2697321867185658,1,0,0,0,1,0,0,0,0,1,-0.395099221307476,0,-0.43746752791423865,1.9387004910188843,0.7749866506184857,-0.3218228717939544,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
4190-MFLUW,0,1,1,-1.0371096869153542,1,0,-0.3665685369082832,-0.8636312810240342,1,2,2,-0.023765468026619475,2,-0.3851664106087212,-0.07751885035482484,-0.4450234598236944,0,1,0,1,0,0,0,0,1,1,1.397546973372542,1,0.017497229353166457,-0.6152672826914144,-0.8192465567569674,0.17599314253965204,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False
4183-MYFRB,0,0,0,-0.5469822356321057,1,1,0.8047552018589608,-0.22378048348283908,0,2,3,0.5733568441999997,2,0.017558820057026452,-0.3077767516760158,0.7578631009465403,1,0,0,1,0,1,1,0,0,0,1.995095704932548,1,-0.10151129750586921,-0.1992801074279945,-0.4595566495616509,-0.03285771922630662,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False
8779-QRDMV,1,0,0,-1.4381230561471032,0,1,-0.889210836415619,-1.0979387889918,1,1,1,-0.023765468026619475,2,-1.1906168719402166,3.595624929613885,-0.8871215734590059,0,1,0,1,0,1,1,1,0,0,-0.395099221307476,0,1.922510871826426,-0.7894014490807529,-1.065581426750686,0.9499698655546751,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False
1680-VDCWW,1,1,0,-0.9479956048638546,1,0,-1.5563780161725715,-1.0199801215157231,0,2,1,-1.2180100924798578,1,-1.1906168719402166,-0.10449783251122534,-1.6514746197549193,0,0,1,0,0,0,0,0,1,0,-0.992647952867482,0,-0.43217551095411755,-0.8087496897906794,-0.881674577319116,-0.3399913394703634,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False
1066-JKSGK,1,0,0,-1.4381230561471032,1,0,-1.5446143631289981,-1.1072880756817354,1,1,1,-1.2180100924798578,1,-1.5933421026059642,3.595624929613885,-1.5409640623394436,0,0,1,1,0,0,0,0,0,0,0.7999982418125361,0,0.6680966697987539,-0.8087496897906794,-1.06525378675581,3.529892275604752,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
3638-WEABW,0,1,0,1.1016282823206398,1,1,-0.20859948175172532,0.5635732909895675,0,4,3,-0.023765468026619475,2,0.8230092813885218,-0.4359507953606928,-0.19026769538961616,0,1,0,0,1,0,1,0,1,0,-0.992647952867482,0,-0.49751089445825,0.3134482713850579,0.6812186043926179,-0.3399913394703634,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
6322-HRPFA,1,1,1,0.7006149130888909,1,0,-0.21868261293193106,0.3071631103855955,0,3,3,0.5733568441999997,2,0.42028405072277414,-0.4237445134887556,-0.18404416351635164,0,1,0,1,0,0,0,0,1,1,-0.992647952867482,0,-0.4747711616486114,0.6133460023889187,-0.08742482358655479,-0.3399913394703634,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
6865-JZNKO,0,0,0,-0.14596886640035675,1,1,-0.3632074931815481,-0.38310191769132823,0,3,3,-0.023765468026619475,2,0.42028405072277414,-0.35785400669830764,-0.505881106865643,0,1,0,1,0,0,1,0,0,0,-0.395099221307476,0,-0.39862230547390926,-0.22830246849288427,-0.31405088773465384,-0.29699263263619546,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
6467-CHFZW,1,1,1,0.6115008310373912,1,1,1.1173322684453415,1.1600338092774725,1,3,4,0.5733568441999997,2,0.8230092813885218,-0.42024078552552074,1.1715013244279457,1,0,0,1,0,1,1,0,1,1,1.397546973372542,1,-0.36183635825494914,0.5553012802591392,0.5103417455265025,-0.2302074071278069,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
8665-UTDHZ,1,1,1,-1.4381230561471032,0,0,-1.2068294685921026,-1.1024695971569227,1,1,1,-0.6208877802532387,1,-1.5933421026059642,3.595624929613885,-1.2039837026856794,0,1,0,1,0,1,0,0,1,1,-0.992647952867482,0,1.314602450843785,-0.7990755694357161,-1.055122149991182,-0.3399913394703634,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False
5248-YGIJN,1,1,0,1.7254268566811382,1,1,0.8114772893124315,1.9368876156211825,0,4,4,2.364723780879857,4,2.0311849733857645,-0.4479284358735717,0.7496501527116715,0,1,0,0,1,0,1,0,1,0,0.7999982418125361,0,-0.4690714419024119,3.370470303553446,-0.015369227790356488,-0.2862429559276535,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
8773-HHUOZ,0,0,1,-0.7252103997351051,1,1,-0.04726938286843185,-0.5928615549655202,1,2,2,-0.023765468026619475,2,-0.3851664106087212,-0.26327014037419305,-0.06059760674604222,0,1,0,1,0,0,1,0,0,1,-0.395099221307476,0,-0.1656777841415763,-0.47982959772192885,-0.5345778073627528,-0.2641112685865376,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
3841-NFECX,0,1,0,1.6808698156553883,1,1,1.0165009566432832,2.1274692289160195,0,4,4,1.1704791564266188,3,1.6284597427200171,-0.447644921057776,0.9791512669582668,1,0,0,0,1,0,1,1,1,0,-0.992647952867482,0,-0.45596209627746714,1.9387004910188843,0.6199121207360064,-0.3399913394703634,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
4929-XIHVW,1,1,0,-1.3935660151213534,1,1,0.9879320849660336,-1.0298568038650908,0,1,1,0.5733568441999997,2,-1.1906168719402166,1.65035140770228,0.8287958300515792,1,0,0,1,0,0,1,1,1,0,0.20244951025253002,0,3.467477423212645,-0.7507049676608999,-1.0245256150850663,0.9499698655546751,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False
6827-IEAUQ,0,1,1,-0.2796399894776064,1,0,0.001465751169229767,-0.21824282905880044,0,2,3,1.1704791564266188,3,0.42028405072277414,-0.3612964180994142,0.11121456483346122,0,1,0,0,0,0,0,0,1,1,-0.992647952867482,0,-0.32417712847185337,0.23605530854535184,-0.6131483984416783,-0.3399913394703634,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
7310-EGVHZ,1,0,0,-1.4381230561471032,1,0,-1.5429338412656304,-1.1072641031517614,0,1,1,-1.2180100924798578,1,-1.5933421026059642,3.595624929613885,-1.539287543137186,0,0,1,1,0,0,0,0,0,0,-0.992647952867482,0,0.6713131164706198,-0.8087496897906794,-1.0652033806027523,-0.3399913394703634,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
3413-BMNZE,1,0,0,-1.4381230561471032,1,0,-0.7009923877184434,-1.0952538656346904,0,1,1,-1.2180100924798578,1,-1.5933421026059642,3.595624929613885,-0.6993514228061621,0,1,0,1,0,0,0,1,0,0,-0.992647952867482,0,2.2827528990753985,-0.8087496897906794,-1.0399498979207689,-0.3399913394703634,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
6234-RAAPL,0,1,1,1.7254268566811382,1,0,1.135818008942386,2.359882907015824,0,4,4,1.1704791564266188,3,1.6284597427200171,-0.4495408772589727,1.160513782209368,1,0,0,0,1,0,0,0,1,1,0.7999982418125361,0,-0.4520639293635049,1.9773969724387372,0.7420840342099733,-0.2862429559276535,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
6047-YHPVI,1,0,0,-1.2598948920441038,1,1,0.12078280346833202,-0.9650111102848978,1,1,1,-1.2180100924798578,1,-1.5933421026059642,0.39608876738735116,-0.09144556006758088,1,0,0,1,0,1,1,0,0,0,1.397546973372542,1,0.8664442145638134,-0.8087496897906794,-0.7660932683574633,0.6919776245496675,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False
6572-ADKRS,0,0,0,0.5669437900116413,1,1,0.292196033531831,0.5842855568872708,0,3,3,-0.6208877802532387,1,0.017558820057026452,-0.41958048026698286,0.3698304753987725,1,0,0,1,0,0,1,0,0,0,-0.395099221307476,0,-0.42337371253290695,-0.3637401534623698,2.4915555914653438,-0.31194870457851476,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
5380-WJKOV,1,0,0,0.03225929770264276,1,1,1.352605329316811,0.5847410349567803,1,3,3,1.1704791564266188,3,0.8230092813885218,-0.3831430441494683,1.2836256277463873,1,0,0,1,0,1,1,0,0,0,-0.395099221307476,0,-0.2371952206169676,0.5069306784843229,-0.1910472727352324,-0.3020513040284505,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
8168-UQWWF,0,0,0,-0.9925526458896045,1,1,1.0669166125443124,-0.5869643125918685,1,2,2,0.5733568441999997,2,-0.3851664106087212,-0.14296595679096535,1.1528974740152742,1,0,0,1,0,0,1,0,0,0,-0.395099221307476,0,0.4209663505103964,-0.4895037180768921,-0.7141077225037994,-0.2227221390135417,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False
8865-TNMNX,1,1,1,-1.0371096869153542,1,0,-0.5564675074688266,-0.8888743550868597,0,2,2,-0.6208877802532387,1,-0.7878916412744689,-0.07880641539051482,-0.6215609318214126,0,1,0,0,0,0,0,0,1,1,-0.395099221307476,0,-0.04858612954153155,-0.7120084862410468,-0.6060033262457278,-0.21099521896785953,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False
9489-DEDVP,0,1,1,1.6363127746296384,1,1,0.10397758483465563,1.2191021231338852,0,4,4,0.5733568441999997,2,1.2257345120542695,-0.44779146510753204,0.11728108061348225,0,1,0,0,1,0,1,0,1,1,0.20244951025253002,0,-0.5027352208262077,1.2228155847516036,0.5517419992380177,-0.30313530504107655,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
9867-JCZSP,0,1,1,-0.7252103997351051,1,0,-1.5244481007685864,-0.9164187920272079,0,2,2,-1.2180100924798578,1,-0.7878916412744689,-0.3025558803887987,-1.39165523456192,0,0,1,0,0,0,0,0,1,1,-0.395099221307476,0,-0.4798174090938054,-0.8087496897906794,-0.6639199961091989,-0.2641112685865376,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
4671-VJLCL,0,0,0,1.3244134874493891,1,1,0.4619287417319624,1.213876111599511,0,4,4,1.767601468653238,3,1.6284597427200171,-0.43867530305799063,0.3708000565523209,0,1,0,0,1,0,1,0,0,0,-0.992647952867482,0,-0.4676105472453701,2.238598222022745,-0.10537949530576145,-0.3399913394703634,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
4080-IIARD,0,1,0,-0.9034385638381047,1,1,0.33925064570612506,-0.6463922143978938,0,2,2,1.1704791564266188,3,0.017558820057026452,-0.18759117710313522,0.3148137315440869,0,1,0,1,0,1,1,0,1,0,-0.992647952867482,0,0.07213505074018593,-0.3056954313325903,-0.8382118718449839,-0.3399913394703634,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3714-NTNFO,0,0,0,0.7006149130888909,1,1,0.618217275025153,0.7561206517422886,0,3,4,-0.6208877802532387,1,0.42028405072277414,-0.4173287005555799,0.4567283185219966,1,0,0,1,0,1,1,0,0,0,-0.992647952867482,0,-0.41069954394504415,-0.33471779239748006,2.8528668965840205,-0.3399913394703634,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
5948-UJZLF,1,0,0,-1.3935660151213534,1,0,-0.5665506386490323,-1.0704422971114003,0,1,1,-0.6208877802532387,1,-1.5933421026059642,1.5765035028961782,-0.5903776746594225,0,1,0,1,0,0,0,0,0,0,-0.992647952867482,0,1.4840019755620522,-0.7894014490807529,-0.9877795295058929,-0.3399913394703634,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False
7760-OYPDY,0,0,0,-1.3935660151213534,1,1,0.488817091545845,-1.0478362013457359,1,1,1,-0.6208877802532387,1,-1.5933421026059642,1.7887841892031053,0.20010112920500434,1,0,0,1,0,1,1,0,0,0,3.19019316805256,1,2.830620982183212,-0.7894014490807529,-0.9402465271723391,4.174872878117272,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False
7639-LIAYI,1,0,0,0.8342860361661406,1,1,0.45856769800522734,0.9052777332417199,0,3,4,1.1704791564266188,3,1.2257345120542695,-0.42849158939931714,0.5030997342591637,0,1,0,0,1,0,1,0,0,0,0.20244951025253002,0,-0.4345376619206837,1.203467344041677,-0.022552104601100284,-0.2903774469694004,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
2954-PIBKO,0,1,1,1.5917557336038886,1,1,-0.06575512336547579,0.9226817900029843,0,4,4,0.5733568441999997,2,1.2257345120542695,-0.4441943896087186,-0.14933163756697687,0,1,0,0,1,0,1,0,1,1,-0.992647952867482,0,-0.5102255938202067,1.193793223686714,0.34398463838457444,-0.3399913394703634,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
8012-SOUDQ,0,0,0,0.43327266693439165,1,1,0.8114772893124315,0.7235419835073599,0,3,4,-0.023765468026619475,2,0.8230092813885218,-0.4096144875364723,0.7767652515536096,1,0,0,1,0,1,1,1,0,0,-0.992647952867482,0,-0.3642365097487278,0.023224660736160283,0.8493987340701386,-0.3399913394703634,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
9420-LOJKX,0,0,0,-0.8143244817866049,1,1,1.1089296591285034,-0.4330606701575471,1,2,3,1.1704791564266188,3,0.42028405072277414,-0.2210797736069641,0.9719146859509638,1,0,0,1,0,0,1,0,0,0,0.7999982418125361,0,0.16874332399158443,-0.22830246849288427,-0.7260707828295294,-0.08199909846535568,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
6575-SUVOI,0,1,0,-0.36875407152910616,1,1,0.11406071601486137,-0.27663991207593547,0,2,3,0.5733568441999997,2,0.017558820057026452,-0.3433971943990846,0.1340798030201029,0,1,0,1,0,0,1,1,1,0,-0.395099221307476,0,-0.2842189640482895,-0.08319066316843549,-0.4966051720591715,-0.28839289126936185,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
